date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million
12/23/2021,12550,2,213,0,1674.544,0.267,28.421,0
12/24/2021,12555,5,213,0,1675.211,0.667,28.421,0
12/25/2021,12580,25,213,0,1678.547,3.336,28.421,0
12/26/2021,12589,9,213,0,1679.748,1.201,28.421,0
12/27/2021,12598,9,213,0,1680.949,1.201,28.421,0
12/28/2021,12604,6,213,0,1681.749,0.801,28.421,0
12/29/2021,12618,14,213,0,1683.617,1.868,28.421,0
12/30/2021,12630,12,213,0,1685.218,1.601,28.421,0
12/31/2021,12649,19,213,0,1687.753,2.535,28.421,0
1/1/2022,12667,18,213,0,1690.155,2.402,28.421,0
1/2/2022,12693,26,213,0,1693.624,3.469,28.421,0
1/3/2022,12722,29,213,0,1697.494,3.869,28.421,0
1/4/2022,12761,39,213,0,1702.698,5.204,28.421,0
1/5/2022,12799,38,213,0,1707.768,5.07,28.421,0
1/6/2022,12832,33,213,0,1712.171,4.403,28.421,0
1/7/2022,12865,33,213,0,1716.574,4.403,28.421,0
1/8/2022,12902,37,213,0,1721.511,4.937,28.421,0
1/9/2022,12935,33,213,0,1725.914,4.403,28.421,0
1/10/2022,12959,24,213,0,1729.117,3.202,28.421,0
1/11/2022,12980,21,213,0,1731.919,2.802,28.421,0
1/12/2022,13002,22,213,0,1734.854,2.935,28.421,0
1/13/2022,13016,14,213,0,1736.722,1.868,28.421,0
1/14/2022,13025,9,213,0,1737.923,1.201,28.421,0
1/15/2022,13030,5,213,0,1738.59,0.667,28.421,0
1/16/2022,13041,11,213,0,1740.058,1.468,28.421,0
1/17/2022,13048,7,213,0,1740.992,0.934,28.421,0
1/18/2022,13066,18,213,0,1743.394,2.402,28.421,0
1/19/2022,13082,16,213,0,1745.529,2.135,28.421,0
1/20/2022,13096,14,213,0,1747.397,1.868,28.421,0
1/21/2022,13120,24,213,0,1750.599,3.202,28.421,0
1/22/2022,13146,26,213,0,1754.068,3.469,28.421,0
1/23/2022,13286,140,213,0,1772.748,18.68,28.421,0
1/24/2022,13395,109,213,0,1787.292,14.544,28.421,0
1/25/2022,13519,124,213,0,1803.837,16.545,28.421,0
1/26/2022,13626,107,213,0,1818.114,14.277,28.421,0
1/27/2022,13790,164,213,0,1839.997,21.882,28.421,0
1/28/2022,13905,115,213,0,1855.341,15.344,28.421,0
1/29/2022,14024,119,213,0,1871.219,15.878,28.421,0
1/30/2022,14105,81,213,0,1882.027,10.808,28.421,0
1/31/2022,14197,92,213,0,1894.303,12.276,28.421,0
2/1/2022,14326,129,213,0,1911.515,17.212,28.421,0
2/2/2022,14442,116,213,0,1926.993,15.478,28.421,0
2/3/2022,14584,142,213,0,1945.94,18.947,28.421,0
2/4/2022,14715,131,213,0,1963.419,17.479,28.421,0
2/5/2022,15066,351,213,0,2010.253,46.834,28.421,0
2/6/2022,15408,342,213,0,2055.886,45.633,28.421,0
2/7/2022,16022,614,213,0,2137.812,81.926,28.421,0
2/8/2022,16647,625,213,0,2221.206,83.394,28.421,0
2/9/2022,17808,1161,215,2,2376.118,154.912,28.687,0.267
2/10/2022,18794,986,216,1,2507.68,131.562,28.821,0.133
2/11/2022,20119,1325,216,0,2684.474,176.794,28.821,0
2/12/2022,21633,1514,219,3,2886.487,202.013,29.221,0.4
2/13/2022,22980,1347,219,0,3066.217,179.73,29.221,0
2/14/2022,25051,2071,221,2,3342.55,276.333,29.488,0.267
2/15/2022,26670,1619,224,3,3558.573,216.023,29.888,0.4
2/16/2022,30955,4285,227,3,4130.319,571.747,30.289,0.4
2/17/2022,37071,6116,238,11,4946.376,816.057,31.756,1.468
2/18/2022,40700,3629,259,21,5430.593,484.217,34.558,2.802
2/19/2022,46763,6063,276,17,6239.577,808.985,36.827,2.268
2/20/2022,52830,6067,288,12,7049.096,809.519,38.428,1.601
2/21/2022,60363,7533,300,12,8054.223,1005.127,40.029,1.601
2/22/2022,66574,6211,336,36,8882.955,828.732,44.832,4.803
2/23/2022,75248,8674,385,49,10040.325,1157.37,51.37,6.538
2/24/2022,84046,8798,425,40,11214.24,1173.915,56.708,5.337
2/25/2022,94056,10010,497,72,12549.873,1335.632,66.315,9.607
2/26/2022,168590,74534,577,80,22494.929,9945.056,76.989,10.674
2/27/2022,219566,50976,659,82,29296.646,6801.717,87.93,10.941
2/28/2022,275744,56178,744,85,36792.465,7495.819,99.272,11.342
3/1/2022,331402,55658,990,246,44218.901,7426.435,132.095,32.824
3/2/2022,407743,76341,1168,178,54405.065,10186.164,155.846,23.751
3/3/2022,484734,76991,1366,198,64677.958,10272.893,182.265,26.419
3/4/2022,557416,72682,1554,188,74375.902,9697.944,207.35,25.085
3/5/2022,624999,67583,1774,220,83393.488,9017.586,236.704,29.355
3/6/2022,664800,39801,2007,233,88704.127,5310.639,267.794,31.089
3/7/2022,701195,36395,2287,280,93560.305,4856.177,305.154,37.36
3/8/2022,739946,38751,2578,291,98730.842,5170.538,343.982,38.828
3/9/2022,770407,30461,2869,291,102795.247,4064.405,382.81,38.828
3/10/2022,801809,31402,3150,281,106985.21,4189.962,420.304,37.494
3/11/2022,831190,29381,3444,294,110905.511,3920.301,459.532,39.228
3/12/2022,858837,27647,3729,285,114594.444,3688.934,497.56,38.027
3/13/2022,891267,32430,3993,264,118921.572,4327.128,532.785,35.225
3/14/2022,918175,26908,4279,286,122511.901,3590.329,570.946,38.161
3/15/2022,945940,27765,4568,289,126216.58,3704.678,609.507,38.561
3/16/2022,975212,29272,4847,279,130122.336,3905.757,646.734,37.227
3/17/2022,996862,21650,5136,289,133011.091,2888.755,685.295,38.561
3/18/2022,1016944,20082,5401,265,135690.629,2679.537,720.654,35.359
3/19/2022,1033541,16597,5650,249,137905.163,2214.534,753.878,33.224
3/20/2022,1047690,14149,5896,246,139793.061,1887.898,786.702,32.824
3/21/2022,1061758,14068,6119,223,141670.151,1877.09,816.457,29.755
3/22/2022,1075910,14152,6364,245,143558.45,1888.298,849.147,32.69
3/23/2022,1088150,12240,6569,205,145191.631,1633.181,876.5,27.353
3/24/2022,1101224,13074,6770,201,146936.092,1744.461,903.32,26.819
3/25/2022,1111629,10405,6962,192,148324.429,1388.337,928.938,25.619
3/26/2022,1120470,8841,7101,139,149504.081,1179.653,947.485,18.547
3/27/2022,1128507,8037,7252,151,150576.457,1072.375,967.633,20.148
3/28/2022,1136192,7685,7420,168,151601.865,1025.408,990.049,22.416
3/29/2022,1143788,7596,7571,151,152615.397,1013.533,1010.197,20.148
3/30/2022,1150769,6981,7706,135,153546.871,931.473,1028.21,18.013
3/31/2022,1157415,6646,7825,119,154433.645,886.774,1044.088,15.878
4/1/2022,1163238,5823,7945,120,155210.607,776.962,1060.1,16.012
4/2/2022,1167713,4475,8061,116,155807.705,597.098,1075.578,15.478
4/3/2022,1171422,3709,8172,111,156302.596,494.891,1090.388,14.811
4/4/2022,1174560,3138,8262,90,156721.299,418.703,1102.397,12.009
4/5/2022,1177814,3254,8349,87,157155.48,434.181,1114.005,11.608
4/6/2022,1180591,2777,8460,111,157526.014,370.535,1128.816,14.811
4/7/2022,1183235,2644,8557,97,157878.803,352.788,1141.759,12.943
4/8/2022,1185727,2492,8643,86,158211.31,332.507,1153.234,11.475
4/9/2022,1188262,2535,8705,62,158549.554,338.245,1161.506,8.273
4/10/2022,1190183,1921,8770,65,158805.873,256.319,1170.179,8.673
4/11/2022,1191590,1407,8827,57,158993.608,187.736,1177.785,7.605
4/12/2022,1193023,1433,8886,59,159184.813,191.205,1185.657,7.872
4/13/2022,1194295,1272,8948,62,159354.536,169.723,1193.93,8.273
4/14/2022,1195338,1043,9002,54,159493.703,139.167,1201.135,7.205
4/15/2022,1196284,946,9069,67,159619.928,126.225,1210.075,8.94
4/16/2022,1197078,794,9110,41,159725.871,105.943,1215.545,5.471
4/17/2022,1197825,747,9139,29,159825.543,99.672,1219.415,3.869
4/18/2022,1198438,613,9159,20,159907.336,81.792,1222.083,2.669
4/19/2022,1199038,600,9176,17,159987.394,80.058,1224.352,2.268
4/20/2022,1199706,668,9186,10,160076.525,89.131,1225.686,1.334
4/21/2022,1200334,628,9212,26,160160.319,83.794,1229.155,3.469
4/22/2022,1200908,574,9227,15,160236.907,76.589,1231.157,2.001
4/23/2022,1201431,523,9236,9,160306.691,69.784,1232.358,1.201
4/24/2022,1201860,429,9249,13,160363.932,57.241,1234.092,1.735
4/25/2022,1202291,431,9267,18,160421.441,57.508,1236.494,2.402
4/26/2022,1202638,347,9274,7,160467.741,46.3,1237.428,0.934
4/27/2022,1203068,430,9282,8,160525.116,57.375,1238.495,1.067
4/28/2022,1203481,413,9287,5,160580.222,55.107,1239.162,0.667
4/29/2022,1203847,366,9298,11,160629.057,48.835,1240.63,1.468
4/30/2022,1204210,363,9308,10,160677.492,48.435,1241.965,1.334
5/1/2022,1204510,300,9313,5,160717.521,40.029,1242.632,0.667
5/2/2022,1204793,283,9318,5,160755.282,37.761,1243.299,0.667
5/3/2022,1205083,290,9325,7,160793.977,38.695,1244.233,0.934
5/4/2022,1205396,313,9328,3,160835.74,41.764,1244.633,0.4
5/5/2022,1205717,321,9333,5,160878.571,42.831,1245.3,0.667
5/6/2022,1206041,324,9344,11,160921.802,43.231,1246.768,1.468
5/7/2022,1206319,278,9344,0,160958.896,37.093,1246.768,0
5/8/2022,1206585,266,9346,2,160994.388,35.492,1247.035,0.267
5/9/2022,1206818,233,9347,1,161025.477,31.089,1247.168,0.133
5/10/2022,1207091,273,9352,5,161061.904,36.426,1247.835,0.667
5/11/2022,1207371,280,9355,3,161099.264,37.36,1248.236,0.4
5/12/2022,1207665,294,9356,1,161138.492,39.228,1248.369,0.133
5/13/2022,1207963,298,9359,3,161178.254,39.762,1248.769,0.4
5/14/2022,1208247,284,9360,1,161216.149,37.894,1248.903,0.133
5/15/2022,1208506,259,9361,1,161250.707,34.558,1249.036,0.133
5/16/2022,1208740,234,9361,0,161281.929,31.223,1249.036,0
5/17/2022,1209068,328,9361,0,161325.694,43.765,1249.036,0
5/18/2022,1209397,329,9365,4,161369.593,43.898,1249.57,0.534
5/19/2022,1209688,291,9366,1,161408.421,38.828,1249.703,0.133
5/20/2022,1209931,243,9370,4,161440.844,32.423,1250.237,0.534
5/21/2022,1210159,228,9370,0,161471.266,30.422,1250.237,0
5/22/2022,1210396,237,9370,0,161502.889,31.623,1250.237,0
5/23/2022,1210586,190,9370,0,161528.241,25.352,1250.237,0
5/24/2022,1210836,250,9370,0,161561.598,33.357,1250.237,0
5/25/2022,1211087,251,9372,2,161595.089,33.491,1250.504,0.267
5/26/2022,1211338,251,9374,2,161628.58,33.491,1250.771,0.267
5/27/2022,1211588,250,9375,1,161661.937,33.357,1250.904,0.133
5/28/2022,1211858,270,9376,1,161697.964,36.026,1251.038,0.133
5/29/2022,1212095,237,9376,0,161729.586,31.623,1251.038,0
5/30/2022,1212370,275,9378,2,161766.28,36.693,1251.305,0.267
5/31/2022,1212699,329,9378,0,161810.178,43.898,1251.305,0
6/1/2022,1213204,505,9379,1,161877.56,67.382,1251.438,0.133
6/2/2022,1213693,489,9380,1,161942.807,65.247,1251.571,0.133
6/3/2022,1214192,499,9382,2,162009.389,66.581,1251.838,0.267
6/4/2022,1214638,446,9382,0,162068.898,59.51,1251.838,0
6/5/2022,1215153,515,9386,4,162137.615,68.716,1252.372,0.534
6/6/2022,1215696,543,9386,0,162210.067,72.452,1252.372,0
6/7/2022,1215935,239,9389,3,162241.957,31.89,1252.772,0.4
6/8/2022,1216228,293,9389,0,162281.052,39.095,1252.772,0
6/9/2022,1216842,614,9390,1,162362.978,81.926,1252.906,0.133
6/10/2022,1217510,668,9390,0,162452.109,89.131,1252.906,0
6/11/2022,1218361,851,9390,0,162565.657,113.549,1252.906,0
6/12/2022,1219175,814,9390,0,162674.269,108.612,1252.906,0
6/13/2022,1219912,737,9390,0,162772.607,98.338,1252.906,0
6/14/2022,1220761,849,9391,1,162885.889,113.282,1253.039,0.133
6/15/2022,1221808,1047,9392,1,163025.59,139.701,1253.173,0.133
6/16/2022,1222987,1179,9392,0,163182.904,157.314,1253.173,0
6/17/2022,1224132,1145,9393,1,163335.681,152.777,1253.306,0.133
6/18/2022,1225408,1276,9393,0,163505.937,170.256,1253.306,0
6/19/2022,1226684,1276,9395,2,163676.194,170.256,1253.573,0.267
6/20/2022,1228011,1327,9396,1,163853.255,177.061,1253.706,0.133
6/21/2022,1229209,1198,9396,0,164013.104,159.849,1253.706,0
6/22/2022,1230656,1447,9397,1,164206.177,193.073,1253.84,0.133
6/23/2022,1232306,1650,9398,1,164426.336,220.159,1253.973,0.133
6/24/2022,1234166,1860,9398,0,164674.515,248.179,1253.973,0
6/25/2022,1235960,1794,9398,0,164913.888,239.373,1253.973,0
6/26/2022,1237877,1917,9398,0,165169.673,255.785,1253.973,0
6/27/2022,1239750,1873,9398,0,165419.587,249.914,1253.973,0
6/28/2022,1241435,1685,9399,1,165644.417,224.829,1254.107,0.133
6/29/2022,1243439,2004,9399,0,165911.81,267.393,1254.107,0
6/30/2022,1245797,2358,9401,2,166226.437,314.627,1254.373,0.267
7/1/2022,1248115,2318,9402,1,166535.728,309.29,1254.507,0.133
7/2/2022,1250342,2227,9405,3,166832.876,297.148,1254.907,0.4
7/3/2022,1252170,1828,9405,0,167076.785,243.91,1254.907,0
7/4/2022,1254011,1841,9405,0,167322.43,245.644,1254.907,0
7/5/2022,1256279,2268,9405,0,167625.048,302.619,1254.907,0
7/6/2022,1259094,2815,9406,1,168000.653,375.605,1255.041,0.133
7/7/2022,1262122,3028,9407,1,168404.679,404.025,1255.174,0.133
7/8/2022,1265067,2945,9410,3,168797.629,392.951,1255.574,0.4
7/9/2022,1268062,2995,9410,0,169197.252,399.622,1255.574,0
7/10/2022,1271054,2992,9412,2,169596.474,399.222,1255.841,0.267
7/11/2022,1273917,2863,9419,7,169978.483,382.01,1256.775,0.934
7/12/2022,1276686,2769,9420,1,170347.95,369.467,1256.909,0.133
7/13/2022,1279840,3154,9422,2,170768.788,420.838,1257.176,0.267
7/14/2022,1283514,3674,9427,5,171259.009,490.221,1257.843,0.667
7/15/2022,1287088,3574,9432,5,171735.887,476.878,1258.51,0.667
7/16/2022,1290850,3762,9433,1,172237.85,501.963,1258.643,0.133
7/17/2022,1294336,3486,9437,4,172702.986,465.136,1259.177,0.534
7/18/2022,1297772,3436,9440,3,173161.451,458.465,1259.577,0.4
7/19/2022,1301028,3256,9444,4,173595.898,434.447,1260.111,0.534
7/20/2022,1304833,3805,9445,1,174103.599,507.7,1260.244,0.133
7/21/2022,1309208,4375,9448,3,174687.354,583.755,1260.645,0.4
7/22/2022,1313478,4270,9454,6,175257.099,569.745,1261.445,0.801
7/23/2022,1317743,4265,9461,7,175826.177,569.078,1262.379,0.934
7/24/2022,1321993,4250,9469,8,176393.254,567.077,1263.447,1.067
7/25/2022,1326123,4130,9472,3,176944.319,551.065,1263.847,0.4
7/26/2022,1330399,4276,9478,6,177514.865,570.546,1264.648,0.801
7/27/2022,1334907,4508,9488,10,178116.366,601.502,1265.982,1.334
7/28/2022,1339793,4886,9493,5,178768.304,651.938,1266.649,0.667
7/29/2022,1344677,4884,9498,5,179419.975,651.671,1267.316,0.667
7/30/2022,1349360,4683,9502,4,180044.827,624.852,1267.85,0.534
7/31/2022,1353994,4634,9503,1,180663.141,618.314,1267.983,0.133
8/1/2022,1358248,4254,9509,6,181230.751,567.61,1268.784,0.801
8/2/2022,1362371,4123,9520,11,181780.882,550.131,1270.252,1.468
8/3/2022,1366918,4547,9524,4,182387.587,606.705,1270.785,0.534
8/4/2022,1371938,5020,9527,3,183057.405,669.818,1271.186,0.4
8/5/2022,1376366,4428,9531,4,183648.232,590.827,1271.719,0.534
8/6/2022,1380968,4602,9535,4,184262.276,614.044,1272.253,0.534
8/7/2022,1385242,4274,9540,5,184832.555,570.279,1272.92,0.667
8/8/2022,1389282,4040,9547,7,185371.611,539.056,1273.854,0.934
8/9/2022,1393327,4045,9550,3,185911.335,539.724,1274.255,0.4
8/10/2022,1397920,4593,9554,4,186524.178,612.843,1274.788,0.534
8/11/2022,1402296,4376,9555,1,187108.067,583.889,1274.922,0.133
8/12/2022,1406735,4439,9559,4,187700.362,592.295,1275.455,0.534
8/13/2022,1412043,5308,9562,3,188408.607,708.245,1275.856,0.4
8/14/2022,1417022,4979,9565,3,189072.954,664.347,1276.256,0.4
8/15/2022,1421918,4896,9569,4,189726.226,653.272,1276.79,0.534
8/16/2022,1427080,5162,9580,11,190414.991,688.765,1278.257,1.468
8/17/2022,1432837,5757,9584,4,191183.146,768.155,1278.791,0.534
8/18/2022,1438891,6054,9589,5,191990.93,807.784,1279.458,0.667
8/19/2022,1445336,6445,9597,8,192850.885,859.955,1280.526,1.067
8/20/2022,1451725,6389,9602,5,193703.368,852.483,1281.193,0.667
8/21/2022,1458238,6513,9605,3,194572.396,869.028,1281.593,0.4
8/22/2022,1464855,6617,9610,5,195455.301,882.905,1282.26,0.667
8/23/2022,1471509,6654,9620,10,196343.143,887.842,1283.595,1.334
8/24/2022,1479393,7884,9634,14,197395.104,1051.96,1285.463,1.868
8/25/2022,1487972,8579,9643,9,198539.798,1144.694,1286.664,1.201
8/26/2022,1495807,7835,9650,7,199585.22,1045.422,1287.598,0.934
8/27/2022,1504264,8457,9654,4,200713.636,1128.416,1288.131,0.534
8/28/2022,1513972,9708,9664,10,202008.972,1295.336,1289.466,1.334
8/29/2022,1522460,8488,9668,4,203141.524,1132.552,1289.999,0.534
8/30/2022,1531308,8848,9681,13,204322.111,1180.587,1291.734,1.735
8/31/2022,1540803,9495,9690,9,205589.027,1266.916,1292.935,1.201
9/1/2022,1551389,10586,9701,11,207001.515,1412.488,1294.402,1.468
9/2/2022,1561290,9901,9709,8,208322.603,1321.088,1295.47,1.067
9/3/2022,1571716,10426,9716,7,209713.742,1391.139,1296.404,0.934
9/4/2022,1582399,10683,9724,8,211139.173,1425.43,1297.471,1.067
